"trial_ID","start_date","cage_id","species","batch_id","temp","trt_arm","first_choice","latency","is_excluded","sodium_level","notes","starving_start","trial_start","starvation_duration_mins","chose_trt","trt_visits","ctrl_visits","trt_time_secs","ctrl_time_secs","parent_batch_id","cage_id_char","batch_id_char","location","flower","pct_sodium_error","sodium_add_datetime","time_since_sodium_added","time_of_day_hrs","starvation_duration_mins_z","temp_z","pct_sodium_error_z","time_since_sodium_added_z","time_of_day_hrs_z","prop_trt_time_secs"
1,"6/24/2026","1","Apis mellifera","1A",20.3,"R","R",10,FALSE,"low","",2026-06-24 09:30:00,2026-06-24 12:30:00,180,1,14,11,584,215,"1","1","1A","42.4033115, -85.3841674","Tradescantia ohiensis",0.000488901926273515,2026-06-24 11:48:00,42,12.5,-1.28575861392199,-1.23711626652465,3.71735699038899,-0.859122796794685,-1.03960638672768,0.730913642052566
2,"6/24/2026","1","Apis mellifera","1A",19.9,"L","L",47,FALSE,"low","",2026-06-24 09:30:00,2026-06-24 12:55:00,205,1,2,2,226,632,"1","1","1A","42.4033115, -85.3841674","Tradescantia ohiensis",0.000488901926273515,2026-06-24 11:48:00,67,12.9166666666667,-0.772276739352502,-1.83188370235381,3.71735699038899,-0.371649580274777,-0.79030029878339,0.263403263403263
3,"6/24/2026","1","Apis mellifera","1A",19.9,"R","R",9,FALSE,"low","",2026-06-24 09:30:00,2026-06-24 13:30:00,240,1,26,31,300,395,"1","1","1A","42.4033115, -85.3841674","Tradescantia ohiensis",0.000488901926273515,2026-06-24 11:48:00,102,13.5,-0.0534021149552261,-1.83188370235381,3.71735699038899,0.310812922853093,-0.441271775661388,0.431654676258993
4,"6/24/2026","1","Apis mellifera","1A",20,"L","L",7,FALSE,"low","",2026-06-24 09:30:00,2026-06-24 14:00:00,270,1,12,9,432,394,"1","1","1A","42.4033115, -85.3841674","Tradescantia ohiensis",0.000488901926273515,2026-06-24 11:48:00,132,14,0.562776134528154,-1.68319184339652,3.71735699038899,0.895780782676982,-0.142104470128244,0.523002421307506
5,"6/24/2026","1","Apis mellifera","1A",20.1,"R","L",125,FALSE,"low","sluggish. near death",2026-06-24 09:30:00,2026-06-24 14:35:00,305,0,1,1,352,258,"1","1","1A","42.4033115, -85.3841674","Tradescantia ohiensis",0.000488901926273515,2026-06-24 11:48:00,167,14.5833333333333,1.28165075892543,-1.53449998443922,3.71735699038899,1.57824328580485,0.206924052993758,0.577049180327869
6,"6/24/2026","2","Apis mellifera","1B",20.2,"L","L",10,FALSE,"low","",2026-06-24 13:00:00,2026-06-24 16:00:00,180,1,6,5,397,483,"1","2","1B","42.4033115, -85.3841674","Tradescantia ohiensis",0.000130373847006357,2026-06-24 15:14:00,46,16,-1.28575861392199,-1.38580812548194,0.984919509983444,-0.7811270821515,1.05456475200433,0.451136363636364
7,"6/24/2026","2","Apis mellifera","1B",19.9,"R","R",25,FALSE,"low","",2026-06-24 13:00:00,2026-06-24 16:30:00,210,1,5,3,425,357,"1","2","1B","42.4033115, -85.3841674","Tradescantia ohiensis",0.000130373847006357,2026-06-24 15:14:00,76,16.5,-0.669580364438606,-1.83188370235381,0.984919509983444,-0.196159222327611,1.35373205753748,0.543478260869565
8,"6/24/2026","2","Apis mellifera","1B",20,"L","L",28,FALSE,"low","",2026-06-24 13:00:00,2026-06-24 17:00:00,240,1,1,1,11,860,"1","2","1B","42.4033115, -85.3841674","Tradescantia ohiensis",0.000130373847006357,2026-06-24 15:14:00,106,17,-0.0534021149552261,-1.68319184339652,0.984919509983444,0.388808637496278,1.65289936307062,0.0126291618828932
9,"6/24/2026","2","Apis mellifera","1B",19.9,"R","R",11,FALSE,"low","",2026-06-24 13:00:00,2026-06-24 17:30:00,270,1,4,4,241,604,"1","2","1B","42.4033115, -85.3841674","Tradescantia ohiensis",0.000130373847006357,2026-06-24 15:14:00,136,17.5,0.562776134528154,-1.83188370235381,0.984919509983444,0.973776497320167,1.95206666860377,0.285207100591716
10,"6/24/2026","2","Apis mellifera","1B",20,"L","R",40,FALSE,"low","",2026-06-24 13:00:00,2026-06-24 18:00:00,300,0,4,6,526,351,"1","2","1B","42.4033115, -85.3841674","Tradescantia ohiensis",0.000130373847006357,2026-06-24 15:14:00,166,18,1.17895438401153,-1.68319184339652,0.984919509983444,1.55874435714406,2.25123397413691,0.599771949828962
11,"6/25/2026","3","Apis mellifera","2A",19.4,"R","R",19,FALSE,"low","Room cleaned this morning - may effect background smells and agitation",2026-06-25 08:50:00,2026-06-25 11:50:00,180,1,5,5,262,616,"2","3","2A","42.3922541, -85.3846328","Tradescantia ohiensis",-3.2593461751543e-05,2026-06-25 11:33:00,17,11.8333333333333,-1.28575861392199,-2.57534299714025,-0.257097526565299,-1.34659601331459,-1.43849612743854,0.298405466970387
12,"6/25/2026","3","Apis mellifera","2A",19.6,"L","L",39,FALSE,"low","",2026-06-25 08:50:00,2026-06-25 12:20:00,210,1,3,1,358,258,"2","3","2A","42.3922541, -85.3846328","Tradescantia ohiensis",-3.2593461751543e-05,2026-06-25 11:33:00,47,12.3333333333333,-0.669580364438606,-2.27795927922567,-0.257097526565299,-0.761628153490703,-1.13932882190539,0.581168831168831
13,"6/25/2026","3","Apis mellifera","2A",19.7,"R","L",14,FALSE,"low","",2026-06-25 08:50:00,2026-06-25 12:50:00,240,0,10,10,305,488,"2","3","2A","42.3922541, -85.3846328","Tradescantia ohiensis",-3.2593461751543e-05,2026-06-25 11:33:00,77,12.8333333333333,-0.0534021149552261,-2.12926742026838,-0.257097526565299,-0.176660293666814,-0.840161516372247,0.384615384615385
14,"6/25/2026","3","Apis mellifera","2A",19.7,"L","L",19,FALSE,"low","",2026-06-25 08:50:00,2026-06-25 13:20:00,270,1,5,3,472,364,"2","3","2A","42.3922541, -85.3846328","Tradescantia ohiensis",-3.2593461751543e-05,2026-06-25 11:33:00,107,13.3333333333333,0.562776134528154,-2.12926742026838,-0.257097526565299,0.408307566157074,-0.540994210839103,0.564593301435407
15,"6/25/2026","3","Apis mellifera","2A",19.8,"R","L",55,FALSE,"low","Possible light confound",2026-06-25 08:50:00,2026-06-25 13:55:00,305,0,8,8,303,418,"2","3","2A","42.3922541, -85.3846328","Tradescantia ohiensis",-3.2593461751543e-05,2026-06-25 11:33:00,142,13.9166666666667,1.28165075892543,-1.98057556131109,-0.257097526565299,1.09077006928494,-0.191965687717102,0.420249653259362
16,"6/30/2026","1","Apis mellifera","3A",21.3,"R","L",4,FALSE,"low","Possible light confound",2026-06-30 08:30:00,2026-06-30 11:30:00,180,0,25,20,641,130,"3","1","3A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-06-30 11:15:00,15,11.5,-1.28575861392199,0.249802323048245,-0.257097526565299,-1.38559387063618,-1.63794099779397,0.831387808041505
17,"6/30/2026","1","Apis mellifera","3A",22,"L","R",8,FALSE,"low","Possible light confound",2026-06-30 08:30:00,2026-06-30 13:00:00,270,0,9,11,405,300,"3","1","3A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-06-30 11:15:00,105,13,0.562776134528154,1.29064533574927,-0.257097526565299,0.369309708835482,-0.740439081194533,0.574468085106383
18,"6/30/2026","1","Apis mellifera","3A",21.9,"R","R",20,FALSE,"low","Possible light confound",2026-06-30 08:30:00,2026-06-30 13:30:00,300,1,6,4,315,229,"3","1","3A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-06-30 11:15:00,135,13.5,1.17895438401153,1.14195347679198,-0.257097526565299,0.95427756865937,-0.441271775661388,0.579044117647059
19,"6/30/2026","1","Apis mellifera","3A",22.1,"L","R",20,FALSE,"low","Possible light confound",2026-06-30 08:30:00,2026-06-30 14:00:00,330,0,22,20,307,310,"3","1","3A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-06-30 11:15:00,165,14,1.79513263349491,1.43933719470656,-0.257097526565299,1.53924542848326,-0.142104470128244,0.497568881685575
20,"6/30/2026","1","Apis mellifera","3A",22.2,"R","L",10,FALSE,"low","Possible light confound",2026-06-30 08:30:00,2026-06-30 14:30:00,360,0,4,5,136,698,"3","1","3A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-06-30 11:15:00,195,14.5,2.41131088297829,1.58802905366384,-0.257097526565299,2.12421328830715,0.1570628354049,0.163069544364508
21,"6/30/2026","2","Apis mellifera","3B",22.1,"L","R",8,FALSE,"low","",2026-06-30 11:30:00,2026-06-30 15:30:00,240,0,32,27,414,172,"3","2","3B","42.3954156, -85.3895821","Cirsium arvense",-0.0001629673087579,2026-06-30 15:12:00,18,15.5,-0.0534021149552261,1.43933719470656,-1.25071115580458,-1.3270970846538,0.755397446471189,0.706484641638225
22,"6/30/2026","2","Apis mellifera","3B",21.6,"R","L",31,FALSE,"low","Near death",2026-06-30 11:30:00,2026-06-30 16:15:00,285,0,0,1,0,869,"3","2","3B","42.3954156, -85.3895821","Cirsium arvense",-0.0001629673087579,2026-06-30 15:12:00,63,16.25,0.870865259269843,0.695877899920113,-1.25071115580458,-0.449645294917963,1.20414840477091,0
23,"6/30/2026","2","Apis mellifera","3B",21.6,"L","L",35,FALSE,"low","Near death",2026-06-30 11:30:00,2026-06-30 16:45:00,315,1,1,0,865,0,"3","2","3B","42.3954156, -85.3895821","Cirsium arvense",-0.0001629673087579,2026-06-30 15:12:00,93,16.75,1.48704350875322,0.695877899920113,-1.25071115580458,0.135322564905926,1.50331571030405,1
24,"7/1/2026","4","Apis mellifera","4A",20.8,"R","R",85,FALSE,"low","",2026-07-01 11:00:00,2026-07-01 14:00:00,180,1,8,2,584,22,"4","4","4A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-07-01 13:47:00,13,14,-1.28575861392199,-0.493656971738201,-0.257097526565299,-1.42459172795778,-0.142104470128244,0.963696369636964
25,"7/1/2026","4","Apis mellifera","4A",20.9,"L","R",28,FALSE,"low","",2026-07-01 11:00:00,2026-07-01 14:30:00,210,0,7,8,313,450,"4","4","4A","42.3954156, -85.3895821","Cirsium arvense",-3.2593461751543e-05,2026-07-01 13:47:00,43,14.5,-0.669580364438606,-0.344965112780915,-0.257097526565299,-0.839623868133888,0.1570628354049,0.410222804718218
